p,q,r,output
PersonX doesn't spend little time with personY,loses self confidence,oReact,0
PersonX no longer doesn't train,like they're being discreet,xAttr,0
PersonX denies PersonY outlet,to ask PersonX what is wrong,xReact,0
PersonX is no longer unafraid,don't save money,xWant,0
PersonX isn't hardly running for president,that personX should practice working on their talent,xWant,0
PersonX spends less money,don't know the other person,xWant,0
PersonX ceases telling PersonY to meet,loses custody,xWant,0
PersonX by no means doesn't return PersonY's phone,hopeless,xReact,0
PersonX avoids releasing PersonY's hand,Frustrate by the resistance,xReact,0
PersonX rarely doesn't give PersonY some tips,fades into cloud,oWant,0
PersonX never wears PersonY's helmet,throw caution to the wind,oWant,0
PersonX no longer cheers loudly,not unwanted,xReact,0
PersonX never doesn't help PersonY.,to maintain privacy,xAttr,0
PersonX stays at home and has no friends.,to end a transaction,xEffect,0
PersonX doesn't oppose PersonY,dedicated,oEffect,0
PersonX spends some time in the absence of PersonY,to lower head,oReact,0
PersonX refuses PersonY present.,persony to get a new friend,oEffect,0
PersonX refuses to own PersonX's own business,becomes isolated,xWant,0
PersonX has a restraining order against them.,Doesn't trust person x,oEffect,0
PersonX doesn't refuse PersonY's gift.,secretive,oEffect,0
PersonX buys no bread,not independent,xWant,0
PersonX doesn't deny PersonY notice,stomp away from person Y angrily,xWant,0
PersonX unloads PersonY's car.,anti social,xIntent,0
PersonX refuses to dance with PersonY.,don't shame PersonY,oWant,0
PersonX avoids the ball,don't wear the dress,xReact,0
PersonX hardly ever gets a job,Doesn't stress about his blue balls,xAttr,0
PersonX wants to have no child,not alone,xAttr,0
Person X usually tries to avoid Person Y.,to avoid impregnating anyone,xReact,0
PersonX has trouble with ringing PersonY's bell,serious,xNeed,0
PersonX is unwilling to share,to go to sleep,xAttr,0
PersonX didn't unveil PersonY,to  their arms to themselves,oEffect,0
PersonX wants nothing to do with PersonY,to lash out at people,xIntent,0
PersonX doesn't avoid PersonY's wife,make a commitment,xIntent,0
PersonX never makes fun of PersonY,not Love,xEffect,0
PersonX never wears PersonY's helmet,explain why person y is making a mistake,xReact,0
PersonX doesn't avoid personY for the time,be considered innocent,xNeed,0
PersonX is in no way very kind to PersonY,to disagree with PersonY,xWant,0
PersonX doesn't overcook spaghetti.,be alone,xWant,0
PersonX stays at home and has no friends.,disliked,xAttr,0
PersonX doesn't displease PersonX's father,to be calm,xEffect,0
PersonX fails the test,to prepare to talk,xAttr,0
PersonX persuades PersonY to stop,not Relieve,oEffect,0
PersonX spends little time with personY,beg and plead with X to change their mind,xIntent,0
PersonX stops turning in homework,not Stick-up,xAttr,0
PersonX disavows the real estate deed.,not down,xReact,0
PersonX doesn't discourage PersonY.,helpful,xEffect,0
PersonX disquiets PersonY's mind,To wait until the weather isn't better,xNeed,0
PersonX seldomly takes PersonY's husband,to spend time doing other things,oReact,0
PersonX refuses to go there,Don't encourage personY to help themselves,xReact,0
PersonX doesn't oppose seeing the band,say weird things,oReact,0
PersonX avoids a fight,don't return home,oReact,0
PersonX has problem with giving PersonY a book,educates himself,xEffect,0
PersonX refuses to look at PersonY,to get glasses previously,xIntent,0
PersonX refuses to visit PersonY,don't make friends,xWant,0
PersonX unveiled PersonY,don't hangout with person y alone,xNeed,0
PersonX doesn't make no attempt to know PersonY's place,eager to hear from PersonX,xAttr,0
PersonX doesn't have problem with asking PersonX's crush,to take a rest,xWant,0
PersonX hardly doesn't come to PersonY agreement,remember persony is left behind,xAttr,0
PersonX refuses to sit at PersonY's table,sad,oReact,0
PersonX never didn't see PersonY again,ask X to help them further,oWant,0
PersonX refuses to cook breakfast for PersonY's family.,don't take a break,xAttr,0
PersonX doesn't resist establishing PersonY relationship,clean off their tools,xWant,0
PersonX no longer lays PersonY off,don't dance with PersonY,xWant,0
Person X is unable to fix my car,calm,xWant,0
PersonX stops speaking to PersonX's wife,gets made fun of,xEffect,0
PersonX doesn't create no opportunity,avoided,xNeed,0
PersonX intentionally avoids and ignores PersonY,don't do something,xAttr,0
PersonX doesn't fail to impress PersonY.,is happy to everyone,oWant,0
PersonX rarely accepts PersonY's proposal,romantic,xReact,0
PersonX never doesn't listen to PersonY's favorite song.,relieved,xAttr,0
PersonX under no circumstances plays professional basketball,to go about their lfie,xAttr,0
PersonX avoids PersonY's friends,confused,xWant,0
PersonX barely settles PersonX's affairs,to start being a better friend,xReact,0
PersonX doesn't avoid PersonY,glad they could rest,xWant,0
PersonX unloads PersonY's car.,anti social,xIntent,0
PersonX  lets the other person fail,stiff,oEffect,0
PersonX makes no attempt to find the problem,to get rid of PersonY,xAttr,0
"PersonX dines alone, without PersonY",looks for a talent or trait in theirself,oWant,0
PersonX is computer illiterate and runs from computers.,Doesn't work up a sweat,xWant,0
PersonX doesn't get a ride home without PersonY,To not break the law,xReact,0
PersonX no longer approaches PersonY's crush,to unpack,xAttr,0
PersonX disregards PersonY's value.,indifferent,xReact,0
PersonX disowns a farm,win the argument,xNeed,0
PersonX wants nothing to do with PersonY,not content,xReact,0
PersonX avoids playing with PersonY's dad.,not lively,xReact,0
PersonX hardly doesn't lower PersonY's head,effective,xNeed,0
PersonX didn't stop smoking cigarettes.,upset,xReact,0
PersonX doesn't cease taking care of PersonX's children,do nothing all the time,xNeed,0
PersonX is rarely driving PersonY nuts,stay in the relationship,xAttr,0
PersonX doesn't give PersonY no tips,antisocial,xWant,0
PersonX is scarcely a basketball player,Doesn't continue not caring,xAttr,0
PersonX avoids PersonY.,Doesn't stay away,xReact,0
PersonX is by no means PersonY's passion,To not be call by anyone,xWant,0
PersonX has problem with giving PersonY a book,don't get a plan,oWant,0
PersonX doesn't make no attempt to know PersonY's place,become quiet,xReact,0
PersonX doesn't dismantle PersonY's organization,scared,xReact,0
PersonX avoids PersonY's shoulder,fearful,xAttr,0
PersonX never doesn't want to see PersonY again.,get hired,oReact,0
PersonX parks without incident.,regretful,xEffect,0
PersonX avoids killing PersonY animal,to welcome them home,xReact,0
PersonX avoids PersonY's closet,bad,xReact,0
PersonX stops speaking to PersonX's wife,mean,xReact,0
PersonX no longer lifts PersonY's head,serious,xEffect,0
PersonX seldomly takes PersonY's husband,frowns,xReact,0
PersonX doesn't unwind the cord,to not have to spend money on other people,xAttr,0
PersonX rarely didn't fail,isolated,xReact,0
PersonX refuses PersonY present.,don't eat food,oReact,0
PersonX avoids PersonY.,don't make room for their own stuff,xReact,0
PersonX never acts in PersonY capacity,sad,xEffect,0
PersonX is under no circumstances in a car accident,Force to come closer,xAttr,0
PersonX doesn't refuse to help PersonY with chores,gets divorced,xEffect,0
PersonX refuses to talk about horses,to break up,xWant,0
PersonX refuses to play beach volleyball,not selfish,xAttr,0
PersonX stops speaking to PersonX's wife,Don't find other romantic interests,xReact,0
PersonX avoids PersonY's son.,Doesn't become uncertain,xNeed,0
PersonX doesn't refuse to visit PersonY,to make friends,xWant,0
PersonX hardly ever cuts the ribbon,to avoid conflict,xWant,0
PersonX doesn't resist baking a pie,correct,xNeed,0
PersonX doesn't refuse to give anything to PersonY.,strong,xAttr,0
PersonX doesn't discontinue bringing PersonY inside,gives the confusion eyes,xEffect,0
PersonX doesn't oppose supporting PersonY's cause,avoid personY,xReact,0
PersonX doesn't disagree to try it,irritated,xNeed,0
PersonX hardly lowers PersonY's head,dedicated,xAttr,0
"PersonX doesn't dine alone, without PersonY",Gets a punishment,xNeed,0
PersonX has problem with giving PersonY a book,rude,oReact,0
PersonX avoids PersonY,Doesn't lose a friend,xNeed,0
PersonX refuses to wait in the line.,not great,xAttr,0
PersonX disobeys PersonY's commands,not awkward,oReact,0
PersonX refuses to meet PersonX's mom,gets yelled at,oWant,0
PersonX is scarcely playing catch,Don't keep being lonley,xNeed,0
personx reads less books,Don't explain situation,xAttr,0
PersonX not by any means pushes PersonY's tongue,to admit to Y he was right to want to leave,xWant,0
PersonX refuses PersonY,not Timely,xWant,0
PersonX brings no one,to be spiteful,xEffect,0
PersonX resists giving PersonY employment,don't be responsible with money,xEffect,0
PersonX dislikes PersonY the most.,to tell PersonX to stop,xReact,0
Person X has no more children,Don't save money,xAttr,0
PersonX unloads all PersonY's things.,blessed,oWant,0
PersonX isn't computer illiterate and runs from computers.,uncooperative,xWant,0
PersonX doesn't disagree to try it,Forced to move closer to personY,xReact,0
PersonX disengages PersonY's attention,uninstructive,xEffect,0
PersonX disagrees to try it,show appreciation,xAttr,0
PersonX never sees PersonY.,Scold by colleagues,xWant,0
PersonX doesn't forbid themselves from divorcing PersonX's wife,to fail persony,xEffect,0
PersonX doesn't have trouble with owing PersonY money,gets angry,oWant,0
PersonX doesn't prevent PersonY from winning,visit the father,xAttr,0
PersonX leaves without paying.,don't make the waitress look bad,xAttr,0
PersonX resists establishing PersonY relationship,to punish person y,xReact,0
PersonX discontinues calling PersonY's wife,distant,xEffect,0
PersonX has won anything.,a thief,xEffect,0
PersonX asks PersonY nothing,not bad,xReact,0
PersonX doesn't avoid all contact with PersonY.,play others sports,xWant,0
PersonX doesn't refuse to help PersonY with chores,is given a lecture,xWant,0
PersonX is in no way pregnant with twins,to find a mission,xWant,0
PersonX hardly ever doesn't support PersonY's family,unsatisfied,xReact,0
PersonX hardly lowers PersonY's head,to avoid PersonY,oWant,0
PersonX dishonors PersonY,satisfied,oReact,0
PersonX disowns PersonY's cousin,ask questions,xAttr,0
PersonX really doesn't unwant a new car,persony to do it themselves,xWant,0
"PersonX dines alone, without PersonY",smiles,xAttr,0
PersonX doesn't allow PersonY to leave without incident,to go to a comedy show,xAttr,0
PersonX would avoid PersonY,don't have a disagreement,xAttr,0
PersonX hardly starts talking to PersonY,to remain single for a while,oEffect,0
PersonX  lets the other person fail,to train the dog,oReact,0
PersonX rarely gives PersonY some tips,Doesn't fade into cloud,oWant,0
PersonX doesn't avoid PersonX's mother,Callous,xEffect,0
PersonX denies PersonY access.,ignore her,xAttr,0
PersonX doesn't have no interest in skateboards,to enter another raffle,xAttr,0
PersonX barely ever invites everyone,ignored,xNeed,0
PersonX hardly comes to PersonY agreement,sad,xReact,0
PersonX doesn't deny PersonY an explanation,be busy with work,xAttr,0
PersonX never takes PersonY to see,confront personx,oWant,0
PersonX avoids buying a cake,is asked to leave,xWant,0
PersonX hardly ever cuts the ribbon,don't let the past go,xNeed,0
PersonX hardly ever kisses PersonY tenderly,not busy,xIntent,0
PersonX completely doesn't avoid PersonY,ask why personX doesn't like it,xIntent,0
PersonX doesn't avoid PersonY,avoid person y and their friend,xWant,0
PersonX doesn't stop speaking to PersonX's wife,offended,xWant,0
PersonX no longer doesn't go to PersonY's friend's house,to be greedy,xNeed,0
PersonX is computer illiterate and runs from computers.,not uncooperative,xWant,0
PersonX disavows the real estate deed.,Don't want to give person x a hug,oReact,0
PersonX isn't in no way angry at PersonY,want to give person x a hug,xEffect,0
PersonX gives PersonY no battle,not suspicious,xWant,0
PersonX doesn't avoid killing PersonY animal,to tell the crush off,xReact,0
PersonX isn't unkind to PersonX,untruthful,xReact,0
PersonX avoids PersonY,don't be happy,xAttr,0
PersonX undresses PersonX,inconsiderate,xEffect,0
PersonX unloads PersonY's car.,Doesn't sigh in relief,xAttr,0
PersonX hardly ever cuts the ribbon,dreams,xAttr,0
PersonX refuses to dance with PersonY.,not strong,oWant,0
PersonX no longer talks about PersonY,don't make it work,xReact,0
PersonX doesn't fail to keep pace with PersonY.,stays home,xAttr,0
PersonX doesn't avoid PersonY.,dishonest,xAttr,0
PersonX makes PersonX's mom unhappy,don't give cookies to others,oWant,0
PersonX hardly ever doesn't call customer service,to find another companion,xWant,0
PersonX doesn't avoid playing with PersonY's dad.,annoyed,oWant,0
PersonX discontinues turning PersonY's head,hurt,xReact,0
PersonX prevents PersonY from staying,Like they matter,xAttr,0
PersonX unzips PersonY's jacket,don't put someone else in,xWant,0
PersonX dissuades PersonY from leaving,Y isn't disappointed,xNeed,0
PersonX no longer lays PersonY off,Gets yell at,xEffect,0
PersonX discontinues lending PersonY the money,To be require to attempt to find employment,oWant,0
PersonX refuses to own PersonX's own business,not upset,xAttr,0
PersonX would avoid PersonY,not sad,xIntent,0
PersonX refuses to sit at PersonY's table,don't own service,xIntent,0
PersonX by no means returns PersonY's phone,to meet the crush,oWant,0
PersonX decides to refuse help to PersonY.,busy,xEffect,0
PersonX hardly likes PersonY,Be look in the eye,xEffect,0
PersonX under no circumstances doesn't go to the beach with PersonY's friends,disagreeable,xIntent,0
PersonX doesn't avoid Person Y,Inept,oReact,0
PersonX is in no way very kind to PersonY,Doesn't ask person y to go home,xReact,0
PersonX stops the attack,don't invite PersonX to a retreat,xNeed,0
PersonX tries to avoid PersonY,Isn't divorced,xWant,0
PersonX avoids eye contact with PersonY,Don't throw caution to the wind,xIntent,0
PersonX undos PersonY's function.,rejected,xAttr,0
PersonX denies PersonY notice,get access to the organization,xReact,0
PersonX refuses to go there,prosthetic arms,xIntent,0
PersonX by no means doesn't say maybe,unwanted,xAttr,0
PersonX doesn't disavow the real estate deed.,serious,xIntent,0
PersonX avoids playing with PersonY's dad.,not annoyed,oWant,0
PersonX disengages PersonY in conversation,Doesn't cry out in pain,xEffect,0
PersonX doesn't refuse to set foot in Texas,to be included,xAttr,0
PersonX not at all tells PersonY's story,don't do physical labor,xIntent,0
PersonX refuses to call on PersonY,satisfied,oReact,0
PersonX spends some time without PersonY,stubborn,xAttr,0
PersonX never wants to see PersonY again.,to rest,xAttr,0
PersonX avoids meeting PersonY.,don't avoid people,xWant,0
PersonX doesn't fail the test,unimpressed,xNeed,0
PersonX stopped PersonY's course.,wants to keep to themselves,xEffect,0
PersonX doesn't avoid PersonY's gestures,be close to personY,xWant,0
PersonX opposes PersonY's weight,don't hear the question from Y,xAttr,0
PersonX isn't in no way late for class,gets laughed at,xIntent,0
PersonX fails the test,to punch PersonX,xAttr,0
PersonX no longer lays PersonY off,Persony to don't accomplish,xIntent,0
PersonX doesn't avoid PersonY.,blind,oReact,0
PersonX unable to finish PersonX's mission,Try to win against person y,xReact,0
PersonX discontinues bringing PersonY inside,excited,xReact,0
PersonX doesn't disestablish PersonY organization,offended,oReact,0
PersonX remains unquiet,To not don't move too fast,oWant,0
PersonX doesn't think PersonY incapable of learning.,Is looked down on,xReact,0
PersonX disowns a farm,damage the book,xNeed,0
PersonX makes a unsatisfactory grade,Isn't done an autopsy on,xWant,0
PersonX refuses to talk to PersonY.,not beautiful,oReact,0
PersonX rarely accepts PersonY's proposal,not upset,xAttr,0
PersonX doesn't unpack PersonY's stuff.,be alone,xIntent,0
PersonX disjoins the army,Persony to don't learn,xAttr,0
PersonX intentionally avoids and ignores PersonY,unaccepting,xWant,0
PersonX stops PersonY program.,Don't avoid getting into trouble,oEffect,0
PersonX displeases PersonX's father,angry,xNeed,0
PersonX displeases PersonX's father,don't get well and settle their affairs,xAttr,0
PersonX denies PersonY an explanation,don't keep trying,xAttr,0
PersonX gives PersonY no tips,to only be friends with Y,oReact,0
PersonX makes PersonX's mom unhappy,hateful,xWant,0
PersonX halts making decisions for PersonY,don't get it over with,xReact,0
PersonX dislikes personY,don't play another game,oReact,0
PersonX doesn't unwind the cord,to enter another raffle,xNeed,0
PersonX unpacks PersonY's stuff.,Don't be alone,xIntent,0
PersonX avoids a marathon.,free time,xAttr,0
PersonX will get married,sighs out,xWant,0
PersonX never saw PersonX's friends again,lonely,xEffect,0
PersonX doesn't refuse to sit at PersonY's table,locks the lips and stares,xReact,0
PersonX seldomly feels PersonY's pulse,strong-willed,xNeed,0
PersonX is in no way angry at PersonY,thanks PersonX,oWant,0
PersonX is hardly with PersonY's friends,to find a better group,xWant,0
PersonX disestablishes PersonY organization,not frowns,oReact,0
PersonX has trouble with throwing PersonY out,beautiful,xAttr,0
Person X usually tries to avoid Person Y.,afraid,xNeed,0
PersonX doesn't refuse to want PersonY to leave,stays indoor,oReact,0
PersonX has trouble with ringing PersonY's bell,gets chased,xWant,0
PersonX forbids themselves from leaving PersonY in the lurch,to finish person y's hair,oEffect,0
PersonX no longer lays PersonY off,protected,xEffect,0
PersonX is scarcely a basketball player,to spend time doing other things,xWant,0
PersonX doesn't stop before PersonY's room,to be alone,xIntent,0
PersonX hardly ever gets a job,Get declare dead,xReact,0
PersonX doesn't displease PersonX's father,promiscuous,xReact,0
PersonX is scarcely in a lot of trouble,to recompense PersonY,xNeed,0
PersonX ceases minding PersonX's business,upset,xNeed,0
PersonX doesn't refuse to dance with PersonY.,powerful,xReact,0
PersonX dislikes school,busy,xWant,0
PersonX is under no circumstances a really nice guy,to be alone,xAttr,0
PersonX  opposes PersonY's stance,to go to bars,oEffect,0
PersonX is in no way late for class,to keep their daughter safe,xWant,0
PersonX doesn't decide to refuse help to PersonY.,ask X to help them further,xReact,0
PersonX gives PersonY no tips,apologetic,xAttr,0
PersonX doesn't prevent PersonY from staying,to be lazy,xIntent,0
PersonX hardly ever lifts PersonY's hands,sneaky,xReact,0
PersonX denied the dare,reclusive,xNeed,0
PersonX resists kissing PersonY's forehead,to go to school,xReact,0
PersonX avoids PersonY's son.,not upset,xWant,0
PersonX discontinues doing PersonY's research,decline invitations,xReact,0
PersonX dislikes PersonY's friend.,don't be happy,oWant,0
PersonX applies to few jobs,to apologize to persony,xWant,0
PersonX dislikes personY,stays still,oWant,0
PersonX no longer doesn't cheer loudly,to tell a secret,xAttr,0
PersonX never didn't meet PersonY,invites PersonY over,xWant,0
PersonX barely doesn't settle PersonX's affairs,to welcome them home,xAttr,0
PersonX has never had a date.,turn their head away,xWant,0
PersonX stops PersonY program.,somber,oEffect,0
PersonX doesn't avoid PersonY's parents.,to save their money,oEffect,0
PersonX no longer lifts PersonY's head,gets enraged,xAttr,0
PersonX on no condition drops PersonY's arms,shun PersonX,xIntent,0
PersonX avoids PersonY.,anxious,xEffect,0
PersonX is by no means having a birthday party,Doesn't attempt the assignment on their own,xAttr,0
PersonX doesn't buy no new clothes,to be alone,xReact,0
PersonX unzips PersonY's jacket,worried,xEffect,0
PersonX doesn't halt recruiting PersonY,is safe,oEffect,0
PersonX doesn't avoid PersonY,discouraged,xIntent,0
PersonX doesn't pay PersonY disrespects,interested,xNeed,0
PersonX cuts no hair,Try to win against person y,xWant,0
PersonX doesn't help few people,be disinterested,xWant,0
PersonX hardly starts talking to PersonY,loses fitness,xWant,0
PersonX doesn't resist giving PersonY employment,disinterested,xIntent,0
PersonX doesn't give PersonY no tips,to only be friends with Y,oReact,0
PersonX doesn't want to hang out without PersonY,to go to trade school,xAttr,0
PersonX disquiets PersonY's mind,not sad,xNeed,0
PersonX isn't in no way very kind to PersonY,to ask them to be their girlfriends,xIntent,0
PersonX dislikes a boy,lonely,xWant,0
PersonX stops enjoying the music,Don't find useful information,xWant,0
PersonX denies that they pick up PersonY's bag,lazy,xReact,0
PersonX refuses to give anything to PersonY.,not bad,oEffect,0
Person X dislikes Person Y's hair,rest in his room,oEffect,0
PersonX sees no friends,confused that someone saw a shark,xReact,0
PersonX stops pulling PersonY into a hug,sad,xAttr,0
Person could never find a time to ask.,not disappointed,xAttr,0
PersonX hardly comes to PersonY agreement,not annoyed,oReact,0
PersonX refuses to want PersonY to leave,negative,xAttr,0
PersonX refuses to drive down the street,like a failure,xReact,0
PersonX doesn't have problem with giving PersonY a book,to meditate,oReact,0
PersonX rarely doesn't invite PersonY's friend,to steal food,xIntent,0
PersonX avoids PersonY,to hide their feelings,oWant,0
PersonX restrains themselves from completing PersonY's assignment,not clueless,xIntent,0
PersonX discontinues doing PersonY's research,Don't thank personX,xNeed,0
PersonX has trouble with getting new glasses,not unfulfilled,xReact,0
PersonX doesn't avoid PersonY,they get blamed for doing it,xAttr,0
PersonX refuses to acknowledge PersonY,be single,xAttr,0
PersonX doesn't disregard PersonY's value.,indifferent,xReact,0
PersonX disagrees to try it,not Irritate,xNeed,0
PersonX has a little crush on PersonY,don't be close to PersonY,xReact,0
PersonX unloads all PersonY's things.,Requested for a divorce,oReact,0
PersonX denied there was a problem,Persony to don't learn,xReact,0
PersonX under no circumstances tries to talk to PersonY,to get away,xAttr,0
PersonX refuses to get out of PersonY's car,to feel intimidated,xEffect,0
PersonX avoids PersonX's mother,responsible,xWant,0
PersonX rarely doesn't hand it to PersonY,to ask PersonY if they want to see again,xReact,0
PersonX creates no opportunity,faithful,xAttr,0
PersonX meets no one,to be asked a question by Y,xReact,0
PersonX makes PersonY feel like a failure.,PersonX doesn't like PErsonY,xNeed,0
PersonX forbids themselves from leaving PersonY in the lurch,not independent,xIntent,0
PersonX never didn't meet PersonY,unsociable,oEffect,0
PersonX intentionally avoids and ignores PersonY,not unaccepting,xWant,0
PersonX gives PersonY no tips,is ignored,oWant,0
PersonX never purchases tickets,resilient,xAttr,0
PersonX decides to refuse help to PersonY.,not funny,xWant,0
PersonX unloads all PersonY's things.,Gets ask to join the game,xWant,0
PersonX never doesn't take PersonY to see,uninterested,xWant,0
PersonX doesn't refuse to help PersonY.,to get a plan,xAttr,0
PersonX doesn't avoid PersonY,happy,xWant,0
PersonX doesn't refuse to speak to PersonY.,thinks about organizing newly unpacked stuff,xNeed,0
PersonX never makes fun of PersonY,to teach them a lesson,oReact,0
PersonX isn't unmarried for 20 years,not advance in life,xIntent,0
PersonX not by any means kills PersonY's husband,a new friend,xAttr,0
PersonX doesn't refuse to speak of PersonY,gets ignored,xReact,0
PersonX isn't in no way late for class,satisfied,xWant,0
PersonX stops speaking to PersonX's wife,not content,xEffect,0
PersonX no longer cheers loudly,don't know person y,xNeed,0
PersonX really unwanted a new car,not uneventful,xIntent,0
PersonX refuses PersonY present.,not uninterested,xIntent,0
PersonX refuses to pull the trigger,maintain job,xEffect,0
PersonX refuses to bring PersonY to the hospital,to avoid any awkward workplace-altering events,xIntent,0
PersonX doesn't cut no hair,hostile,xReact,0
PersonX is hardly dating PersonY,not nice,xReact,0
PersonX refuses to compromise with PersonY,Isn't given a check for millions,xAttr,0
PersonX avoids buying a cake,get stuck,xNeed,0
PersonX doesn't stop looking for PersonY,excited,xReact,0
PersonX doesn't have problem with seeing what was wrong with PersonY,passive,xEffect,0
PersonX is rarely at PersonY's desk,Don't feel free,xIntent,0
PersonX avoids PersonY.,to be independant,xIntent,0
PersonX doesn't avoid looking PersonY in the eye,unsupportive,oEffect,0
PersonX unpacks PersonY's stuff.,not stubborn,xWant,0
PersonX resists giving PersonY a clue,not unmemorable,xIntent,0
PersonX isn't on no condition invited to a party,apologize,xEffect,0
Person X never meets anyone else,to find a rich lover,xAttr,0
PersonX has trouble with ringing PersonY's bell,Question by personY,xReact,0
PersonX never gives it to PersonX's mother,don't be healthy,xAttr,0
PersonX is hardly running for president,disloyal,xIntent,0
PersonX never visits PersonY's relatives,not unphysical,xAttr,0
PersonX has problem with seizing PersonY by the arm,not worthless,xAttr,0
PersonX didn't refuse to take PersonY's order.,selfish,xNeed,0
PersonX never didn't see PersonY again,upset,oWant,0
PersonX dishonors PersonY,mean,xNeed,0
PersonX doesn't stop filling PersonY's pipe,to have ill feelings,xAttr,0
PersonX doesn't discontinue turning PersonY's head,carefree,xNeed,0
PersonX had a uninteresting night.,not nurturing,xReact,0
PersonX completely doesn't avoid PersonY,to feel free,xReact,0
PersonX does nothing on PersonY's behalf,make them leave them alone,xWant,0
PersonX refuses to give PersonY permission.,aloof,xReact,0
PersonX never makes fun of PersonY,gets thanked,xEffect,0
PersonX hardly starts talking to PersonY,aloof,xEffect,0
PersonX never has a baby.,Isn't mocked,xAttr,0
PersonX doesn't avoid PersonX's son.,alone,xEffect,0
PersonX never has fun.,to argue with PersonX,xWant,0
PersonX dislikes PersonX's grandparents,don't do physical labor,xReact,0
PersonX is usually somber and rarely laughs,look for someone else to care for them,xWant,0
PersonX stops redoing PersonY's kitchen,remorseful,xWant,0
PersonX is hardly dating PersonY,To be play ball,xEffect,0
PersonX ceases telling PersonY to meet,don't be more welcoming,xEffect,0
PersonX in no way doesn't give PersonY the best,to eat,xReact,0
PersonX unpacks PersonY's stuff.,Doesn't remain unfocused,xNeed,0
PersonX doesn't discontinue calling PersonY's wife,careful,xAttr,0
PersonX doesn't have trouble with ringing PersonY's bell,serious,xNeed,0
PersonX gives PersonY no tips,Y mightn't say bad things about x,oEffect,0
PersonX opposes PersonY's weight,person y to ask for hellp,xWant,0
PersonX doesn't refuse to want PersonY to leave,nonthreatening,xEffect,0
PersonX never lifts a finger for PersonY.,Don't keep in the backgrounf,xWant,0
PersonX hardly looks for PersonY,to put person Y on a diet,xWant,0
PersonX refused to play checkers with PersonY.,to go out with PersonX,xIntent,0
PersonX will never return.,to be scared,xReact,0
PersonX doesn't have a little crush on PersonY,Nervous,xWant,0
PersonX isn't of no interest to PersonY,logical,xAttr,0
PersonX resists giving PersonY employment,avoid doing the same activity a lot,oReact,0
PersonX doesn't refuse to help,to get a plan,oWant,0
PersonX wallows in failure,not fearful,xNeed,0
PersonX opposes seeing the band,decide to stop,xIntent,0
PersonX avoids socializing with PersonY's girlfriend,don't question PersonX about their husbands death,oEffect,0
PersonX doesn't disprove PersonX's innocence,giving up,xWant,0
PersonX not by any means doesn't push PersonY's tongue,do better next time,xReact,0
PersonX doesn't resist kissing PersonY's forehead,to speak to them,xEffect,0
PersonX avoids touching PersonY,To not don't move too fast,xReact,0
PersonX doesn't dissuade PersonY from leaving,Y is disappointed,xNeed,0
PersonX unties PersonY's hair,consciousness fades in and out,oWant,0
PersonX doesn't give nothing to PersonY,to go somewhere else,xAttr,0
PersonX wallows in failure,shy,xEffect,0
PersonX wants to hang out without PersonY,little uncomfortable,xWant,0
PersonX will never return.,make amends to personX,xEffect,0
PersonX doesn't refuse to give PersonY permission.,is given dirty looks by PersonY's girlfriend,xReact,0
PersonX under no circumstances tries to talk to PersonY,don't be free,xAttr,0
PersonX under no circumstances works with children,not annoyed,xAttr,0
PersonX hardly ever calls customer service,Don't be a good friend,xAttr,0
PersonX unwraps PersonY's legs from around PersonY's waist,don't save room for other foods,xAttr,0
PersonY isn't unconvinced by PersonX to do otherwise,know personY,xAttr,0
PersonX hardly ever freaks PersonY out,to make new friends,xWant,0
PersonX avoids PersonY's eyes,busy,oReact,0
PersonX is computer illiterate and runs from computers.,not helpful,xAttr,0
PersonX doesn't avoid wanting to leave PersonY,to listen,xReact,0
PersonX refuses to meet PersonX's mom,Doesn't become distant from personx,oReact,0
PersonX doesn't deny PersonY's advice,cowardly,xAttr,0
PersonX under no circumstances doesn't tell PersonY to call,poor,xReact,0
PersonX persuades PersonY to stop,gets pushed away,xEffect,0
PersonX is hardly cleaning PersonY's apartment,attacked,xAttr,0
PersonX is hardly dating PersonY,nervous,xWant,0
PersonX seldomly feels PersonY's pulse,not responsible,xEffect,0
PersonX is hardly running for president,not disloyal,xIntent,0
PersonX unloads all PersonY's things.,hide from their mother,xAttr,0
PersonX doesn't displease PersonX's father,unhelpful,xAttr,0
PersonX stops redoing PersonY's kitchen,angry,xNeed,0
PersonX didn't refuse to take PersonY's order.,to avoid any awkward workplace-altering events,xAttr,0
PersonX disproves PersonX's innocence,attempts the assignment on their own,xIntent,0
PersonX doesn't disprove PersonX's innocence,comment to PersonY about his work,xIntent,0
PersonX is in no way very kind to PersonY,To (don't be),oEffect,0
PersonX no longer lays PersonY off,don't return home,oEffect,0
PersonX fails to impress PersonY.,rejected,xReact,0
PersonX completely avoids PersonY,ask why personX doesn't like it,xIntent,0
PersonX refuses to grind PersonY's hips,To be play ball,xAttr,0
PersonX never doesn't purchase tickets,find new crushes to talk to,xWant,0
PersonX refuses to look at PersonY,sorry,xNeed,0
PersonX unties PersonY's shoes,imperceptible,xIntent,0
PersonX refuses to give up,not harsh,xNeed,0
PersonX avoids PersonY's closet,yarn gets tangled,xWant,0
PersonX doesn't dislike personY,to be helpful,oWant,0
PersonX refuses to make love to PersonY,grumpy,oReact,0
PersonX never doesn't want to see PersonY again.,gets thanked,xAttr,0
