p,q,r,output
PersonX doesn't take ___ too fast,to know the reason,xIntent,0
PersonX doesn't correct PersonY error,happy,xEffect,0
PersonX runs through PersonY's mind,revenge,xIntent,0
PersonX satisfies PersonY's needs,Don't give it to his child,xEffect,0
PersonX pulls PersonY's pants,Gets rob,xReact,0
PersonX enters ___ eating contest,not bad,xNeed,0
PersonX adopts a pet,to stop making noise,xEffect,0
PersonX eats PersonY's breakfast,not enjoyment,oEffect,0
PersonX controls PersonY's actions,to get a promotion,xIntent,0
PersonX puts ___ on the bed,don't think personY should do it,xReact,0
PersonX celebrates PersonY's victory,distraught,xAttr,0
PersonX pulls PersonY's pants,don't put it behind them,xWant,0
PersonX takes PersonY by force,Doesn't breathe very heavily,xEffect,0
PersonX doesn't kick the ball,nurturing,xAttr,0
PersonX doubts PersonY's ability,surprised,xAttr,0
PersonX scores a touchdown,don't eat,oWant,0
PersonX breaks open,Frantic,xReact,0
PersonX sees what was wrong,demeaning,xIntent,0
PersonX eats a lot of food,not priority,xIntent,0
PersonX doesn't obtain ___ from sources,To get their point across,xReact,0
PersonX makes a move,don't eat,xWant,0
PersonX doesn't slap PersonY's hand,to ask permission to personY,xIntent,0
PersonX buries PersonY's head,they get an estimate,oWant,0
PersonX claims PersonX's prize,Don't send a response unit,xReact,0
PersonX tells PersonY did not want,don't protect others,oEffect,0
PersonX finds PersonY's owners,carefree,xAttr,0
PersonX watches wrestling,to be the most famous,xWant,0
PersonX discusses these ___ in detail,polite,xAttr,0
PersonX leaves the rest to PersonY,Because they aren't hungry,oWant,0
PersonX doesn't spend a week with PersonY,successful,xNeed,0
PersonX curves PersonY's lips,fearful,xWant,0
PersonX comes home one day,not needy,xAttr,0
PersonX doesn't find PersonY's family,obedient,oWant,0
PersonX writes the essay,traveling,xNeed,0
PersonX catches lots of fish,He can get pass a level.,xEffect,0
PersonX tells PersonY's family,the money,xWant,0
PersonX curves PersonY's lips,to get to work,xEffect,0
PersonX is out for the rest of the season,thirsty,xNeed,0
PersonX talks to PersonY's teacher,complains to person,oWant,0
PersonX doesn't go for a walk in the woods,Skillful,xAttr,0
PersonX doesn't want to be a singer,it's a disaster,xReact,0
PersonX ties ___ together,to beat their enemies,xNeed,0
PersonX ruins PersonY's day,to exert control over PersonY,xWant,0
PersonX imposes upon PersonY,to have gloves on,xAttr,0
PersonX eats a lot of food,to be thinking about something,xReact,0
PersonX follows PersonY closely,not amiable,xEffect,0
PersonX turns the light on,to bond with everyone,xIntent,0
PersonX doesn't write the essay,a diploma,xEffect,0
PersonX takes PersonY's belongings,to go shopping,xEffect,0
PersonX sprays paint,Person Y starts to hate person X,xEffect,0
PersonX doesn't impose upon PersonY,eager,xWant,0
PersonX prohibits the exercise thereof,PersonX condemns them to death,xAttr,0
PersonX satisfies PersonY's needs,not unintelligent,oEffect,0
PersonX puts ___ to good use,say hello,xAttr,0
PersonX takes time off from work,don't start car up,xWant,0
PersonX takes PersonX's boat out,to express views,xWant,0
PersonX doesn't play a ___ in promoting,lazy,xAttr,0
PersonX buries PersonY's head,like a good friend,xEffect,0
PersonX seems to PersonY would be,Doesn't miss breakfast,xEffect,0
PersonX locks ___ in PersonX's car,Person x doesn't need to move their hand,xAttr,0
PersonX takes a trip,to drink something.,xAttr,0
PersonX doesn't give it to PersonY's son,to solve a problem,oWant,0
PersonX takes ___ to mcdonald's,new data,xAttr,0
PersonX doesn't lie on either side,lose weight,xWant,0
PersonX tries PersonY's coffee,not Welcome,xAttr,0
PersonX isn't playing with PersonX's cat,annoyed,xNeed,0
PersonX has lots of fun,a conclusion,xEffect,0
PersonX finishes PersonX's essay,a park,xWant,0
PersonX comes ___ for the holidays,a pan,xNeed,0
PersonX doesn't decide to go on vacation,touches head,xIntent,0
PersonX doesn't leave the shop,information about the event,xWant,0
PersonX always didn't take,happier about humanity,xReact,0
PersonX doesn't throw ___ around,gets in a fight with PersonY,xIntent,0
PersonX serves ___ to PersonX's family,not Entertain,oEffect,0
PersonX wakes up early this morning,drinks,xWant,0
PersonX spends time with PersonY,Doesn't meet PersonY's eyes,xWant,0
PersonX doesn't rush to the er,shocked and scared,xEffect,0
PersonX doesn't pursue PersonY policy,to hunt for sport,xNeed,0
PersonX absolutely didn't love ___,full,xIntent,0
PersonX watches wrestling,good about themselves,xAttr,0
PersonX makes brownies,Don't have a lot of fun with the new game,xIntent,0
PersonX cant helps,don't listen to PersonX,xAttr,0
PersonX takes PersonY fishing,to be nasty,oEffect,0
PersonX wants to be a singer,don't welcome PersonX to the book club,xWant,0
PersonX doesn't love the water,balance the books,xReact,0
PersonX fulfils PersonY's mission,don't get dress for the wedding,xNeed,0
PersonX doesn't lose PersonX's jobs,to quiz the students,xWant,0
PersonX doesn't eat the pie,happy,xAttr,0
PersonX doesn't wave PersonY away,is helped with putting away the groceries,xIntent,0
PersonX flogs the log,contented with himself,xReact,0
PersonX would n't stop crying,not neat,xAttr,0
PersonX brings home to PersonY,eat chip,xEffect,0
PersonX keeps ___ away from PersonY,not distrustful,xAttr,0
PersonX writes PersonX's memoirs,not Pry,xAttr,0
PersonX doesn't satisfy PersonY's needs,started to live a special diet,xWant,0
PersonX doesn't want to be a firefighter,persistent,xEffect,0
PersonX wants to race,positive,xWant,0
PersonX needs to buy a new car,to be finished,xWant,0
PersonX doesn't persuade the ___ to let,gets thanks,oReact,0
PersonX evens didn't ask PersonY,"is asked questions of (welfare, etc)",xAttr,0
PersonX changes PersonY's policy,don't have fun at a concert,xReact,0
PersonX doesn't walk to the store,thoughtful,xReact,0
PersonX takes time off from work,not clumsy,xEffect,0
PersonX wants to watch tv,don't make a plan,xEffect,0
PersonX puts ___ on the bed,to be alone,xWant,0
PersonX pulls the rug out from under PersonY,don't go see a dentist,oWant,0
PersonX throws ___ around,persistent,xWant,0
PersonX doesn't fall many times,to ask PersonY to drink,xReact,0
PersonX sees PersonX's work,save the company money,xIntent,0
PersonX doesn't reduce ___ by reducing,Curious,xNeed,0
PersonX doesn't spend a week with PersonY,to get home,oWant,0
PersonX pays PersonY price,to bring it back home,oWant,0
PersonX takes PersonY's belongings,more secure in their job.,xEffect,0
PersonX digs deep,to hit PersonY,xAttr,0
PersonX doesn't have lots of fun,fantasizes,xNeed,0
PersonX joins a book club,sharp,xEffect,0
PersonX makes a paper plane,don't be there for personx,xEffect,0
PersonX restores the ___ to PersonY's state,not family,xEffect,0
PersonX has to stay home,PersonX doesn't go to prison,xWant,0
PersonX doesn't grease the wheels,keep their mouth shut,xNeed,0
PersonX hires ___ to help PersonY,sad,xReact,0
PersonX sees what was wrong,don't live peacefully,xWant,0
PersonX buys PersonY's groceries,pestered,xAttr,0
PersonX takes PersonX's lumps,not orderly,oEffect,0
PersonX rides a roller coaster,inattentive,xReact,0
PersonX gives PersonY a character,don't get up,oEffect,0
PersonX meets PersonY's neighbors,Ask personY if they aren't satisfied,oReact,0
PersonX cooks ___ at home,don't pay PersonX,xReact,0
PersonX buys the shoes,PersonY cries,xAttr,0
PersonX gets PersonY's phone,to go to them to talk,xNeed,0
PersonX gets PersonY started,to enjoy the outdoors,oReact,0
PersonX brings home the bacon,don't do all that they ever wanted,xNeed,0
PersonX finishes PersonX's essay,pitch ball,xNeed,0
PersonX wants to take pictures,to get drunk all the time,xWant,0
PersonX greases the wheels,keep their mouth shut,xNeed,0
PersonX wouldn't be perfect,get irritated,xAttr,0
PersonX decides to leave,not smiles,xEffect,0
PersonX doesn't chew PersonY's lip,to give the cat away,oEffect,0
PersonX doesn't drive PersonX's car to work,tastes the liquid,xNeed,0
PersonX checks PersonY's temperature,don't lock the cupboard,xIntent,0
PersonX doesn't send ___ to college,To better explain things,oEffect,0
PersonX restores the ___ to PersonY's state,to like eating,xAttr,0
PersonX redoes PersonX's bedroom,like to verry,xNeed,0
PersonX asks ___ for help,notices errors,oWant,0
PersonX resolves PersonY's problems,don't do multiple things at once,xIntent,0
PersonX keeps ___ away from PersonY,don't exercise,xReact,0
PersonX pulls PersonY's pants,Don't get advice,xWant,0
PersonX mows the lawn,smart,xReact,0
PersonX doesn't get ___ anymore,to meet PersonY,xWant,0
PersonX meets ___ for the first time,not dead,oWant,0
PersonX doesn't present PersonY overview,Person Y lost the life,oWant,0
PersonX spends a week with PersonY,Smiles,oReact,0
PersonX doesn't kill PersonY's brother,rich,oEffect,0
PersonX wills help,to scream loudly,xNeed,0
PersonX kills PersonY instantly,don't hide the evidence,oReact,0
PersonX pricks PersonX's finger,not healthy,xEffect,0
PersonX loves the water,broke,xAttr,0
PersonX climbs the fence,Hand doesn't turn red,xAttr,0
PersonX restores the ___ to PersonY's state,don't lather the beard,xIntent,0
PersonX watches ___ on PersonX's phone,joyous,xAttr,0
PersonX raises the ___ to PersonY's lips,Don't do other things that he likes alot,oReact,0
PersonX hears PersonY name,don't go home,xEffect,0
PersonX has never done it before,To be prepare,xAttr,0
PersonX doesn't acquire PersonY knowledge,PersonX gives fish to their friends,xAttr,0
PersonX sprays paint,worried,xWant,0
PersonX eats the pie,selfish,xWant,0
PersonX doesn't wear ___ every day,be motivated to leave,xNeed,0
PersonX doesn't tell PersonY's family,learns a new skill,xIntent,0
PersonX slaps PersonY's hand,tired from all the writing,xEffect,0
PersonX goes home happy,youthful,xNeed,0
PersonX doesn't prevent the ___ from passing,it's a disaster,xWant,0
PersonX doesn't get old,To understand X,xEffect,0
PersonX goes ___ with PersonX's friend,moves to another town,xEffect,0
PersonX doesn't follow PersonY closely,to go to someone they don't like,oEffect,0
PersonX starts the day,drink brandy,xNeed,0
PersonX sees what was wrong,doesn't work,xIntent,0
PersonX doesn't see PersonY wars,to keep using the website,oWant,0
PersonX masters every ___,not content,xAttr,0
PersonX pulls PersonY's pants,don't thank her,oWant,0
PersonX hires ___ to help PersonY,to go to bed,oWant,0
PersonX doesn't claim PersonX's prize,to yell,xEffect,0
PersonX takes ___ that day,not great,xNeed,0
PersonX doesn't bury PersonY's head,to bless others,xWant,0
PersonX doesn't take PersonY's belongings,to go shopping,xEffect,0
PersonX takes PersonY's home,it to get better,xAttr,0
PersonX learns how to play the drums,To be transport,xWant,0
PersonX takes a trip,productive,xNeed,0
PersonX knows PersonY's stuff,don't have fun at a concert,oWant,0
PersonX doesn't hit a car,to hear the music,oEffect,0
PersonX changes PersonY's policy,pays mortgage,xNeed,0
PersonX doesn't get dinner,to know that PesonY lacks powers,xNeed,0
PersonX doesn't find PersonX's hotel,willful,xAttr,0
PersonX paints PersonY's bedroom walls,not unwell,xReact,0
PersonX watches wrestling,Doesn't run after it.,xReact,0
PersonX shows PersonY how to play,drinks,oEffect,0
PersonX practices yoga,very happy,xWant,0
PersonX calls ___ to the importance,not happy.,xIntent,0
PersonX diagnoses with cancer,don't explain it to X,xEffect,0
PersonX doesn't keep the ___ afloat,interested,xAttr,0
PersonX takes PersonX's lumps,not Confused,oWant,0
PersonX pulls PersonY's pants,don't take a break,xWant,0
PersonX doesn't leave ___ in PersonY's room,smart,xWant,0
PersonX tears PersonY to pieces,don't reduce costs,xIntent,0
PersonX doesn't take PersonY's home,happy and loved,oReact,0
PersonX hires ___ to help PersonY,smart,xNeed,0
PersonX looks right,smiles,xReact,0
PersonX lays the groundwork,not helpless,xEffect,0
PersonX finishes PersonX's essay,not cuddle,xReact,0
PersonX fulfils PersonY's mission,not responsible.,xEffect,0
PersonX buys the shoes,not adventurous,xAttr,0
PersonX doesn't cook breakfast,loved.,xNeed,0
PersonX doesn't drive to the store ___,good,xEffect,0
PersonX meets PersonX's needs,not personable,xWant,0
PersonX buys PersonY's groceries,Doesn't finish the video,oWant,0
PersonX walks and chew gum at the same time,to go to India,xNeed,0
PersonX shows PersonY how to play,don't provide a good result,xWant,0
PersonX doesn't lose PersonX's jobs,To take bath and head out,xAttr,0
PersonX carries ___ to PersonY's car,don't try their new legs,oWant,0
PersonX takes ___ too fast,becomes educated,xWant,0
PersonX doesn't climb the fence,raises eyebrows in surprise,xEffect,0
PersonX implements PersonY system,don't be one with nature,xNeed,0
PersonX tells ___ the news,To be involve,oReact,0
PersonX sees PersonX's work,to show respect,xWant,0
PersonX doesn't take the reins,loses person y,oWant,0
PersonX proclaims ___ to the captives,to start a new life,xWant,0
PersonX listens to PersonY's mom,don't see what they accomplished,oReact,0
PersonX doesn't hear PersonX's father's ___,skillful in driving boat.,oWant,0
PersonX doesn't keep ___ away from PersonY,take shots,oEffect,0
PersonX throws ___ around,adventurous,xAttr,0
PersonX handles the situation,Smiles,oReact,0
PersonX restores the ___ to PersonY's state,not intelligent,xWant,0
PersonX fulfils PersonY's mission,don't be a better person,xAttr,0
PersonX eats a lot of candy,to walk towards it,xWant,0
PersonX hits the gas,Doesn't get hurt,xNeed,0
PersonX drives PersonX's car to work,angry,oReact,0
PersonX doesn't control PersonY's actions,boisterous,oEffect,0
PersonX doesn't throw ___ in the wash,upset,xAttr,0
PersonX smells smoke,to be come good position,xEffect,0
PersonX meets ___ for the first time,to be a negotiator,xNeed,0
PersonX ruins PersonY's day,get into an argument,oReact,0
PersonX eventually decided,They have something written.,xIntent,0
PersonX quickly didn't call ___,relax and rest,xReact,0
PersonX sees PersonX's work,Doesn't wash it,xAttr,0
PersonX offer PersonX's condolences,don't eat with his family.,xAttr,0
PersonX needs new clothes,don't help PersonX,xNeed,0
PersonX doesn't begin rather the ___,to find the truth,xReact,0
PersonX borrows ___ from a friend,hard working,oReact,0
PersonX buys the shoes,PersonY doesn't cry,xAttr,0
PersonX doesn't need extra cash,to tell others of their success,xReact,0
PersonX doesn't restore the ___ to PersonY's state,to lather the beard,xIntent,0
PersonX meets ___ for the first time,glad,xEffect,0
PersonX doesn't mow the lawn,good,xAttr,0
PersonX hears PersonY name,amused,xWant,0
PersonX thanks the worker,polite,xIntent,0
PersonX fights PersonX's battles,to go home,xIntent,0
PersonX has more money than god,don't get the keys and move all their stuff in,xAttr,0
PersonX climbs the fence,don't get her advice.,xNeed,0
PersonX doesn't take PersonY's home,to clean up,xReact,0
PersonX takes ___ in the process,PersonX isn't sued,xWant,0
PersonX keeps ___ under control,not thankful,xWant,0
PersonX justifies the ___ to man,not wealthy,xAttr,0
PersonX asks my friend,to call PersonY,xWant,0
PersonX doesn't win big,to get the upper hand,oEffect,0
PersonX sends ___ to college,not impatient,xWant,0
PersonX doesn't take part in life,Prepared,xNeed,0
PersonX would be perfect,get irritated,xAttr,0
PersonX celebrates PersonY's victory,don't do it one way,xNeed,0
PersonX doesn't resolve PersonY's problems,PersonY is surprised at the importance,oWant,0
PersonX controls PersonY's actions,don't talk while eating dinner.,xEffect,0
PersonX comes home one day,not Forgive,oEffect,0
PersonX scores a touchdown,to approach PersonY,xNeed,0
PersonX needs to buy a new car,skilled,xNeed,0
PersonX doesn't follow PersonY closely,leg,oWant,0
PersonX wears ___ every day,to know something,xEffect,0
PersonX doesn't buy another,put on ice skates,xIntent,0
PersonX picks it up right away,PersonY's muscle don't tense up from frustration,xEffect,0
PersonX carries PersonY into effect,tells the person he will help at any time,xAttr,0
PersonX implements PersonY system,don't be alone,oWant,0
PersonX doesn't handle the situation,share in the activities,xNeed,0
PersonX needs to buy a new car,Isn't encouraged to learn more,xNeed,0
PersonX doesn't win big,determined,xEffect,0
PersonX lands awkwardly,productive,xNeed,0
PersonX doesn't satisfy PersonY's needs,to draft chapters,oWant,0
PersonX doesn't keep the ___ afloat,Furious,xWant,0
PersonX doesn't chew PersonY's lip,find their phone,xEffect,0
PersonX diagnoses with cancer,To explain it to X,xEffect,0
PersonX doesn't bring it to school,a D&D night,xAttr,0
PersonX doesn't cut both ways,needy,xNeed,0
PersonX wants to go on vacation,don't get near PersonY,xWant,0
PersonX doesn't kick the ball,to find a book club that they like,xWant,0
PersonX doesn't kill PersonY instantly,to hide the evidence,oReact,0
PersonX discusses these ___ in detail,Can't pay credit cards,xNeed,0
PersonX takes a trip,not productive,xNeed,0
PersonX takes action,can't buy things,xReact,0
PersonX doesn't rip in half,take off the remote,xReact,0
PersonX doesn't use PersonY number,adopts a cat,xNeed,0
PersonX takes a different route,make the team,xAttr,0
PersonX doesn't justify the ___ to man,connected to person,xIntent,0
PersonX doesn't thank the worker,to kill someone,oWant,0
PersonX wears ___ every day,not good.,xNeed,0
PersonX doesn't buy some chips,to ignore PersonX,xIntent,0
PersonX makes brownies,needy,xWant,0
PersonX wants to marry PersonY,don't go to the hotel at night,xEffect,0
PersonX begins high school,guilty,xReact,0
PersonX don't offer PersonY's hand,thinks about the music,xIntent,0
PersonX takes a trip,not proud,xWant,0
PersonX doesn't like anyone,loving,xWant,0
PersonX passes another ___,smiles and laughs too,xReact,0
PersonX doesn't increase PersonY's value,to get up,xReact,0
PersonX doesn't go to the animal shelter,to see old friends,xWant,0
PersonX plays softball,don't brag to friends,xWant,0
PersonX hires ___ to help PersonY,don't go to bed,oWant,0
PersonX doesn't bring PersonY news,yelled at,xIntent,0
PersonX asks PersonY what happened,don't cry,oWant,0
PersonX becomes very popular,Person x doesn't go home,xReact,0
PersonX waits eagerly,not happy,xEffect,0
PersonX decides to cheat,don't be assertive,xIntent,0
PersonX goes back to the hotel,PersonX's hands hurt from getting a splinter,xNeed,0
PersonX doesn't pull the rug out from under PersonY,priority,xIntent,0
PersonX doesn't do push ups,to be looking for it,xReact,0
PersonX does push ups,Don't publish the book,xNeed,0
PersonX doesn't pursue PersonX's dream,to read it,xWant,0
PersonX slowly moved PersonY's mouth up,to post pictures,xAttr,0
PersonX ruins PersonY's day,don't exert control over PersonY,xWant,0
PersonX keeps ___ away from PersonY,don't stay calm,oWant,0
PersonX bears oneself,wave light wand,xIntent,0
PersonX doesn't claim PersonX's prize,"is asked questions of (welfare, etc)",xNeed,0
PersonX spends a ___ looking,Happy that they weren't assisted.,xAttr,0
PersonX goes to the animal shelter,Don't grab the paint can.,xNeed,0
PersonX decides to cheat,They don't think of someone to text,xWant,0
PersonX kills PersonY instantly,not sexy,xNeed,0
PersonX scores a touchdown,don't relax,xWant,0
PersonX keeps ___ away from PersonY,person x needs to move their hand,xWant,0
PersonX rides around,happy,xIntent,0
PersonX takes PersonY by force,research games,oWant,0
PersonX wouldnt shouts if a shark bit him,to be rude,xNeed,0
PersonX doesn't lay the groundwork,to express information,xIntent,0
PersonX takes ___ to develop,gets into an accident,xWant,0
PersonX improves PersonX's typing speed,don't get better,xReact,0
PersonX packs PersonX's bag,everyone to know the truth,xNeed,0
PersonX is playing with PersonX's cat,to do something to PersonY,xReact,0
PersonX doesn't take ___ in the process,To have freedom to go out,xAttr,0
PersonX makes brownies,not amused,xAttr,0
PersonX doesn't earn one's ___,person is very happy,xAttr,0
PersonX rids a bike,not smart,xWant,0
PersonX gets PersonX's blood drawn,to enjoy the outdoors,xAttr,0
PersonX costs PersonY dollars,To of do it before something would happen,oReact,0
PersonX puts pen to paper,sick,xAttr,0
PersonX helps PersonX's family,lose weight,xNeed,0
PersonX runs late to work,Don't say thank you,xAttr,0
PersonX eats PersonY's breakfast,to put in their entry,oEffect,0
PersonX pursues PersonY policy,don't relax,xAttr,0
PersonX doesn't surprise PersonX's friend,to get home safe,xNeed,0
PersonX doesn't decide to buy one,go separate ways,xIntent,0
PersonX doesn't tell PersonY did not want,to tell PersonX to stop touching their oats,xNeed,0
PersonX pricks PersonX's finger,wipes mouth,xEffect,0
PersonX calls customer service,not Animosity,xNeed,0
PersonX meets ___ for the first time,Don't wait for clothes to dry,oReact,0
PersonX doesn't come ___ for the holidays,to muster up courage,xReact,0
PersonX buys a new game,drive to the airport,oWant,0
PersonX doesn't need a new shirt,to update their contacts,xNeed,0
PersonX trains ___ to become,don't be creative,xEffect,0
PersonX makes PersonY remark,not carefree,oWant,0
PersonX pursues PersonX's dream,to read it,xWant,0
PersonX takes PersonY's belongings,gets thanked,oWant,0
PersonX is losing money,turn the bike around,xReact,0
PersonX recently didn't visit,Gives X a good review,xAttr,0
PersonX doesn't serve ___ to PersonX's family,to become closer,xIntent,0
PersonX rubs PersonY's hands together,don't allow PersonY to continue,xNeed,0
PersonX cooks breakfast,loved.,xNeed,0
PersonX carries ___ to PersonY's car,Doesn't have fun,oEffect,0
PersonX feels PersonX's oats,to see a situation,xNeed,0
PersonX doesn't have to stay home,to do multiple things at once,xNeed,0
PersonX doesn't carry a tune,to hear what person y has to say.,xReact,0
PersonX imposes upon PersonY,,xIntent,0
PersonX doesn't stroke PersonX's beard,Has their skin ruined,xEffect,0
PersonX gets marry ___,to get into their car,xNeed,0
PersonX has never done it before,Information pass,oWant,0
PersonX puts ___ on the bed,fulfilled,xAttr,0
PersonX asks my friend,to hug,xWant,0
PersonX wears ___ every day,happy and satisfied,xAttr,0
PersonX celebrates PersonY's victory,not distraught,xAttr,0
PersonX doesn't want PersonX's parents,to be exploitative,xWant,0
PersonX writes a book,don't know how its going,xEffect,0
PersonX always didn't take,to let PersonY know that they're near,xEffect,0
PersonX needs ___ to get,conservative,xWant,0
PersonX doesn't gild the pill,They get stained skin from the dye,xNeed,0
PersonX doesn't check PersonY's temperature,angry,xNeed,0
PersonX relieves the patient's ___,to save up,oWant,0
PersonX shares PersonX's experiences,not NONE,xAttr,0
PersonX doesn't surprise PersonX's friend,to be assertive,xIntent,0
PersonX increases PersonX's productivity,stolen from,xReact,0
PersonX doesn't attend a wine tasting,kind,xWant,0
PersonX increases PersonX's productivity,hurt.,xEffect,0
PersonX takes ___ in the process,not needy,xWant,0
PersonX doesn't spend a ___ looking,get advice,xAttr,0
PersonX hires ___ to help PersonY,Doesn't have to walk,oReact,0
PersonX uses chopsticks,to do the best they can,xIntent,0
PersonX doesn't raise the ___ to PersonY's lips,stern,xReact,0
PersonX earns one's ___,to be close to PersonY,xNeed,0
PersonX is playing in the yard,to laugh.,xAttr,0
PersonX buys the shoes,to take a shower,xWant,0
PersonX gives it to PersonY's son,diligent,xReact,0
PersonX falls many times,avoids person X,xWant,0
PersonX wears ___ every day,Don't find persony,xWant,0
PersonX finds PersonY's family,He fights,xEffect,0
PersonX gets really scared,don't rub hands,xAttr,0
PersonX doesn't attend a wine tasting,to eat breakfast,xEffect,0
PersonX discusses these ___ in detail,thankful,oEffect,0
PersonX writes PersonX's memoirs,hardworking,xReact,0
PersonX doesn't walk and chew gum at the same time,to be rude,xEffect,0
PersonX mows the lawn,don't see what the man thinks,xWant,0
PersonX doesn't use PersonY's thumb,to ignore PersonX,xIntent,0
PersonX withdraws PersonY's hand,anxious,xNeed,0
PersonX feels lost,to keep using the website,xAttr,0
PersonX needs to buy a new car,to get to fishing hole,xEffect,0
PersonX finds PersonY's family,to clean up,xReact,0
PersonX doesn't leave ___ immediately,to feed family,xNeed,0
PersonX doesn't take PersonY fishing,dominated,xEffect,0
PersonX doesn't hear PersonY's talk,greedy,xAttr,0
PersonX doesn't win big,to tell everyone to learn the system,xEffect,0
PersonX doesn't eat a lot of food,hard working,xWant,0
PersonX doesn't look behind ___,get back in the car,xNeed,0
PersonX watches ___ on PersonX's phone,Don't spend time,xEffect,0
PersonX rubs PersonY's hands together,to get into their car,xIntent,0
PersonX meets PersonY's mom,don't give them their winnings,xReact,0
PersonX decides to go on vacation,not painful,xWant,0
PersonX reaches PersonX's ___ in the century,never see person X again,xEffect,0
PersonX keeps ___ away from PersonY,don't be thinner,xWant,0
PersonX doesn't improve PersonX's typing speed,to make wonderful choices,xAttr,0
PersonX takes PersonX's boat out,"says ""thank you for your help""",xEffect,0
PersonX is playing in the yard,Don't gather information regarding PersonY's family from PersonY,xWant,0
PersonX takes PersonY's home,to count it,xWant,0
PersonX takes ___ together,not broke,xWant,0
PersonX pursues PersonX's course,leave,xReact,0
PersonX lies on PersonY's side,self conscious,xNeed,0
PersonX gets PersonX's ___ away,thoughtful,xAttr,0
PersonX doesn't tell PersonY's family,inventive,xWant,0
PersonX doesn't buy a new fan,take notice of PersonY,xAttr,0
PersonX lands awkwardly,don't go for a job,xWant,0
PersonX writes a book,close their ears,xIntent,0
PersonX wills help,not Active,oWant,0
PersonX doesn't have to stay home,to be there for personx,xWant,0
PersonX rids a bike,to like eating,xIntent,0
PersonX takes PersonY's cat,buy a loaf of bread,oWant,0
PersonX pulls PersonY's pants,don't start another once it's done,oEffect,0
PersonX loads PersonY's car,to practice,xEffect,0
PersonX walks and chew gum at the same time,don't thank PersonX for cooking.,xReact,0
PersonX gets PersonX's keys,To decide he isn't complete,xEffect,0
PersonX gives PersonY the right,not evil,xWant,0
PersonX wills help,to hurt their friend,oWant,0
PersonX doesn't keep the ___ afloat,Can see better,xAttr,0
PersonX stops in front of PersonY,don't ask if they can change their character,xAttr,0
PersonX pulls PersonY's pants,to be understood,oEffect,0
PersonX doesn't smell really bad,to go to personY's,xAttr,0
PersonX doesn't maximize PersonY's profits,to feel satisfied,xIntent,0
PersonX gets PersonX's ___ away,Doesn't pay by card,xNeed,0
PersonX discusses these ___ in detail,They don't look up at the scoreboard to see the score,xAttr,0
PersonX celebrates PersonY's victory,get a bonus,oEffect,0
PersonX takes PersonX's boat out,not mature,xAttr,0
PersonX takes it to school,not Accomplish,oWant,0
PersonX takes PersonX's hat off to ___,drink brandy,xAttr,0
PersonX breaks PersonY's ankle,I didn't go to positive,xEffect,0
PersonX spills soda,not clever,xAttr,0
PersonX cooks breakfast,Take a nap,xReact,0
PersonX buys a new fan,change,xAttr,0
PersonX always don't wear,smiles,xReact,0
PersonX submits the ___ to arbitration,go in the room,oReact,0
PersonX blazes a trail,not good,xIntent,0
PersonX begins to spread,to stop caring about PersonY,xWant,0
PersonX doesn't buy a new game,angry,xNeed,0
PersonX changes ___ into gold,to regret decision,xEffect,0
PersonX changes PersonY's policy,gets dizzy,xWant,0
PersonX doesn't keep PersonX's mouth shut,Is used by friends,xNeed,0
PersonX beats PersonX's friend,not stingy,oEffect,0
PersonX lies on PersonY's side,self conscious,xNeed,0
PersonX takes PersonY's belongings,Must don't leave room to compose themselves,xAttr,0
PersonX doesn't go see a doctor,to make sure they understand,xEffect,0
PersonX proclaims ___ to the captives,not thankful,xAttr,0
PersonX eats PersonY's breakfast,communicative,xNeed,0
PersonX isn't PersonX's wedding day,Irresponsible,xReact,0
PersonX doesn't find PersonX's hotel,encouraging,xReact,0
PersonX isn't fast asleep,to have a new experience,xReact,0
PersonX doesn't call ___ to the importance,Person Y went back to home.,xAttr,0
PersonX hits a car,eats a snack,xNeed,0
PersonX doesn't want to dye PersonX's hair,excited,xAttr,0
PersonX buys the shoes,don't wonder what PersonY is thinking,xReact,0
PersonX gets dinner,don't drive to college,xNeed,0
PersonX tries to run away,don't talk while eating dinner.,xAttr,0
PersonX doesn't find PersonX's hotel,can pay bills,xWant,0
PersonX doesn't take ___ together,to get some fresh air,xEffect,0
PersonX takes ___ to a repair shop,don't work early,xEffect,0
PersonX asks ___ for help,determined,xNeed,0
"PersonX slips , fell",to stop making noise,xAttr,0
PersonX would help,to have his family close,xAttr,0
PersonX parties hearty,in awe,xWant,0
PersonX doesn't tell PersonY's family,the money,xWant,0
PersonX stops in time,Don't spend weeks procuring necessary documents to apply for passport,xWant,0
PersonX doesn't lie ___ by side,go to store,xReact,0
PersonX takes a wife,not Enrich,xNeed,0
PersonX eats a lot of candy,walks away,xWant,0
PersonX attends a wine tasting,Swell,xReact,0
PersonX sits at home,not thoughtful,xAttr,0
PersonX shares the author's ___,create significance in persony's victory,xWant,0
PersonX would be perfect,Don't get irritated,xAttr,0
PersonX decorates PersonX's christmas tree,pleased,xEffect,0
PersonX doesn't fall off a truck,to know magic,xNeed,0
PersonX doesn't keep on truckin,to establish order,xEffect,0
PersonX checks the news,to invite friends home,xEffect,0
PersonX doesn't miss PersonX's bus,to meet with persony's son,xAttr,0
PersonX has to stay home,Stick in hole,xWant,0
PersonX eats the pie,Isn't able to help others,xAttr,0
PersonX doesn't lie ___ by side,to win,xAttr,0
